true_medicine,predicted,char_similarity,fuzzy_score,exact_match,fuzzy_match
Omastin,Oasotr,61.54,61.54,False,True
Omastin,Omastin,100.0,100.0,True,True
Omastin,Oastin,92.31,92.31,False,True
Omastin,Omastin,100.0,100.0,True,True
Omastin,Omastin,100.0,100.0,True,True
Omastin,Omaztn,76.92,76.92,False,True
Opton,Opton,100.0,100.0,True,True
Opton,Opton,100.0,100.0,True,True
Opton,Opton,100.0,100.0,True,True
Opton,Opton,100.0,100.0,True,True
Opton,Opton,100.0,100.0,True,True
Opton,Opton,100.0,100.0,True,True
Opton,Opton,100.0,100.0,True,True
Opton,Opton,100.0,100.0,True,True
Opton,Opifa,40.0,40.0,False,False
Opton,Nexum,20.0,20.0,False,False
Progut,Progut,100.0,100.0,True,True
Progut,Progut,100.0,100.0,True,True
Progut,Progut,100.0,100.0,True,True
Progut,Progut,100.0,100.0,True,True
Progut,Prrggut,76.92,76.92,False,True
Progut,Progut,100.0,100.0,True,True
Progut,Progut,100.0,100.0,True,True
Progut,Progat,83.33,83.33,False,True
Progut,Progat,83.33,83.33,False,True
Progut,Progut,100.0,100.0,True,True
Provair,Provoir,85.71,85.71,False,True
Provair,Provair,100.0,100.0,True,True
Provair,Provair,100.0,100.0,True,True
Provair,Provair,100.0,100.0,True,True
Provair,Provair,100.0,100.0,True,True
Provair,Provair,100.0,100.0,True,True
Provair,Provair,100.0,100.0,True,True
Provair,Provar,92.31,92.31,False,True
Provair,Acovair,71.43,71.43,False,True
Provair,Provair,100.0,100.0,True,True
Renova,Renovaxr,85.71,85.71,False,True
Renova,Revolax,61.54,61.54,False,True
Renova,Domono,33.33,33.33,False,False
Renova,Lumont,16.67,16.67,False,False
Renova,Renova,100.0,100.0,True,True
Renova,Ronolt,50.0,50.0,False,False
Renova,Rexovva,76.92,76.92,False,True
Renova,Renovva,92.31,92.31,False,True
Renova,Renova,100.0,100.0,True,True
Renova,Reova,90.91,90.91,False,True
Rhinil,Rhiil,90.91,90.91,False,True
Rhinil,Rhinil,100.0,100.0,True,True
Rhinil,Rhiiil,83.33,83.33,False,True
Rhinil,Rhinil,100.0,100.0,True,True
Rhinil,Rhinil,100.0,100.0,True,True
Rhinil,Frlmul,33.33,33.33,False,False
Rhinil,Rhinil,100.0,100.0,True,True
Rhinil,Rhinil,100.0,100.0,True,True
Rhinil,Rhinil,100.0,100.0,True,True
Rhinil,Rhinil,100.0,100.0,True,True
Ritch,Ritch,100.0,100.0,True,True
Ritch,Ritch,100.0,100.0,True,True
Ritch,Bitch,80.0,80.0,False,True
Ritch,Ritch,100.0,100.0,True,True
Ritch,Ritct,80.0,80.0,False,True
Ritch,Ritch,100.0,100.0,True,True
Ritch,Ritch,100.0,100.0,True,True
Ritch,Retoh,60.0,60.0,False,True
Ritch,Ritoh,80.0,80.0,False,True
Ritch,Rzax,22.22,22.22,False,False
Rivotril,Rivstril,87.5,87.5,False,True
Rivotril,Rivotril,100.0,100.0,True,True
Rivotril,Rivotril,100.0,100.0,True,True
Rivotril,Rivotril,100.0,100.0,True,True
Rivotril,Rivotril,100.0,100.0,True,True
Rivotril,Rivotril,100.0,100.0,True,True
Rivotril,Rivotri,93.33,93.33,False,True
Rivotril,Rivork,71.43,71.43,False,True
Rivotril,Rivotril,100.0,100.0,True,True
Rivotril,Rivotril,100.0,100.0,True,True
Romycin,Roryin,76.92,76.92,False,True
Romycin,Roycin,92.31,92.31,False,True
Romycin,Romycin,100.0,100.0,True,True
Romycin,Romycin,100.0,100.0,True,True
Romycin,Rimycin,85.71,85.71,False,True
Romycin,Roycin,92.31,92.31,False,True
Romycin,Romycin,100.0,100.0,True,True
Romycin,Romycin,100.0,100.0,True,True
Romycin,Roycin,92.31,92.31,False,True
Romycin,Rommycin,93.33,93.33,False,True
Rozith,Rozith,100.0,100.0,True,True
Rozith,Rozith,100.0,100.0,True,True
Rozith,Rozith,100.0,100.0,True,True
Rozith,Rozith,100.0,100.0,True,True
Rozith,Rozith,100.0,100.0,True,True
Rozith,Rozith,100.0,100.0,True,True
Rozith,Rozith,100.0,100.0,True,True
Rozith,Rozith,100.0,100.0,True,True
Rozith,Rozith,100.0,100.0,True,True
Rozith,Rozith,100.0,100.0,True,True
Sergel,Silfl,36.36,36.36,False,False
Sergel,Maxpro,16.67,16.67,False,False
Sergel,Sergel,100.0,100.0,True,True
Sergel,Sergel,100.0,100.0,True,True
Sergel,Fgyl,40.0,51.43,False,False
Sergel,Sergel,100.0,100.0,True,True
Sergel,Sergel,100.0,100.0,True,True
Sergel,Naet,20.0,30.0,False,False
Sergel,Saxrof,33.33,33.33,False,False
Sergel,Silfl,36.36,36.36,False,False
Tamen,Tamen,100.0,100.0,True,True
Tamen,Tamen,100.0,100.0,True,True
Tamen,Tamen,100.0,100.0,True,True
Tamen,Tamen,100.0,100.0,True,True
Tamen,Tamen,100.0,100.0,True,True
Tamen,Tamen,100.0,100.0,True,True
Tamen,Tamen,100.0,100.0,True,True
Tamen,Tamen,100.0,100.0,True,True
Tamen,Tamon,80.0,80.0,False,True
Tamen,Tamen,100.0,100.0,True,True
Telfast,Telfast,100.0,100.0,True,True
Telfast,Telfast,100.0,100.0,True,True
Telfast,Tesfast,85.71,85.71,False,True
Telfast,Telfast,100.0,100.0,True,True
Telfast,Telst,83.33,83.33,False,True
Telfast,Telfast,100.0,100.0,True,True
Telfast,Telast,92.31,92.31,False,True
Telfast,Telfast,100.0,100.0,True,True
Telfast,Telfast,100.0,100.0,True,True
Telfast,Telfast,100.0,100.0,True,True
Tridosil,Tridosil,100.0,100.0,True,True
Tridosil,Trilosil,87.5,87.5,False,True
Tridosil,Tridosil,100.0,100.0,True,True
Tridosil,Tridosil,100.0,100.0,True,True
Tridosil,Tridosil,100.0,100.0,True,True
Tridosil,Tridosil,100.0,100.0,True,True
Tridosil,Tridosil,100.0,100.0,True,True
Tridosil,Tridosil,100.0,100.0,True,True
Tridosil,Tridoil,93.33,93.33,False,True
Tridosil,Tridosil,100.0,100.0,True,True
Trilock,Trilack,85.71,85.71,False,True
Trilock,Tilock,92.31,92.31,False,True
Trilock,Trilocl,85.71,85.71,False,True
Trilock,Trilock,100.0,100.0,True,True
Trilock,Trilock,100.0,100.0,True,True
Trilock,Tialock,85.71,85.71,False,True
Trilock,Trlock,92.31,92.31,False,True
Trilock,Frilocl,71.43,71.43,False,True
Trilock,Trilock,100.0,100.0,True,True
Trilock,Tsrilt,61.54,61.54,False,True
Vifas,Vias,88.89,88.89,False,True
Vifas,Vifas,100.0,100.0,True,True
Vifas,Vifas,100.0,100.0,True,True
Vifas,Vifas,100.0,100.0,True,True
Vifas,Vifas,100.0,100.0,True,True
Vifas,Vifal,80.0,80.0,False,True
Vifas,Vifas,100.0,100.0,True,True
Vifas,Vifas,100.0,100.0,True,True
Vifas,Vifaz,80.0,80.0,False,True
Vifas,Vifas,100.0,100.0,True,True
Zithrin,Zithmin,85.71,85.71,False,True
Zithrin,Zithrin,100.0,100.0,True,True
Zithrin,Zithain,85.71,85.71,False,True
Zithrin,Zthnin,76.92,76.92,False,True
Zithrin,Zithrin,100.0,100.0,True,True
Zithrin,Zithoin,85.71,85.71,False,True
Zithrin,Zithrin,100.0,100.0,True,True
Zithrin,Zithrin,100.0,100.0,True,True
Zithrin,Zithrin,100.0,100.0,True,True
Zithrin,Zithrin,100.0,100.0,True,True
Cefpara,Cefpara,100.0,100.0,True,True
Linaxa,Linaxa,100.0,100.0,True,True
Benadon,Benadon,100.0,100.0,True,True
Mosiba,Mosiba,100.0,100.0,True,True
Tazloc,Tazloc,100.0,100.0,True,True
Voglison,Voglison,100.0,100.0,True,True
Enterogermina,Enterogermina,100.0,100.0,True,True
Lanol,Lanol,100.0,100.0,True,True
T-minic,T-minic,100.0,100.0,True,True
Anthakind,Anthakind,100.0,100.0,True,True
Hepakind,Hepakind,100.0,100.0,True,True
Famocid,Famocid,100.0,100.0,True,True
AmbiSome,AmbiSome,100.0,100.0,True,True
Dextrose,Dextrose,100.0,100.0,True,True
Starlo,Starlo,100.0,100.0,True,True
Dompan,Dompan,100.0,100.0,True,True
Torplat,Torplat,100.0,100.0,True,True
Atorva,Atorva,100.0,100.0,True,True
Cerenemic,Cerenemic,100.0,100.0,True,True
ViTAMIN C,ViTAMINC,94.12,94.12,False,True
Arvast,Arvast,100.0,100.0,True,True
Enoxa,Enoxa,100.0,100.0,True,True
Corbis,Corbis,100.0,100.0,True,True
Metronidazole,Metronidazole,100.0,100.0,True,True
Clopidogrel,Clopidogrel,100.0,100.0,True,True
Meto card,Metocard,94.12,94.12,False,True
Cruel,Cruel,100.0,100.0,True,True
Advent,Advent,100.0,100.0,True,True
Caldison,Caldison,100.0,100.0,True,True
Met,Met,100.0,100.0,True,True
RB Tone Kid,RBToneKid,90.0,90.0,False,True
Sigru,Sigru,100.0,100.0,True,True
NORMAXIN,NORMAXIN,100.0,100.0,True,True
Moxikind,Moxikind,100.0,100.0,True,True
CALPOL,CALPOL,100.0,100.0,True,True
Leverid,Leverid,100.0,100.0,True,True
Glimison,Glimison,100.0,100.0,True,True
Paracetamol,Paracetamol,100.0,100.0,True,True
Mucomix,Mucomix,100.0,100.0,True,True
Gudcef-CV,Gudcef-CV,100.0,100.0,True,True
REMDESIVIR,REMDESIVIR,100.0,100.0,True,True
Silogreat,Silogreat,100.0,100.0,True,True
Lanol,Lanol,100.0,100.0,True,True
Dytor,Dytor,100.0,100.0,True,True
Rantac,Rantac,100.0,100.0,True,True
Serta,Serta,100.0,100.0,True,True
